Row ID,Order ID,Customer ID,Customer Name,City,State,Postal Code,Product ID,Product Name,Sales,Quantity,Discount,Profit,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Order Year,Order Month,Ship Days
838,US-2017-156083,JL-15175,James Lanier,Columbia,Tennessee,38401,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,2,0.2,3.2616,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2017,11,7
839,US-2016-137547,EB-13705,Ed Braxton,Fort Worth,Texas,76106,TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,0.2,1.5804,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2016,3,5
840,CA-2015-100454,BM-11650,Brian Moss,New York City,New York,10035,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0.0,16.3215,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,11,5
841,CA-2015-100454,BM-11650,Brian Moss,New York City,New York,10035,OFF-AR-10002578,Newell 335,11.52,4,0.0,3.3408,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,11,5
842,CA-2015-100454,BM-11650,Brian Moss,New York City,New York,10035,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,11,5
843,CA-2016-161669,EM-14095,Eudokia Martin,Los Angeles,California,90036,OFF-BI-10001294,Fellowes Binding Cases,37.44,4,0.2,11.7,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,11,2
844,CA-2016-161669,EM-14095,Eudokia Martin,Los Angeles,California,90036,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,11,2
845,CA-2016-161669,EM-14095,Eudokia Martin,Los Angeles,California,90036,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,11.36,2,0.0,3.2944,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2016,11,2
846,CA-2016-161669,EM-14095,Eudokia Martin,Los Angeles,California,90036,OFF-LA-10004093,Avery 486,14.62,2,0.0,6.8714,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2016,11,2
847,CA-2015-114300,AF-10885,Art Foster,Louisville,Kentucky,40214,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0.0,23.4416,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2015,10,4
848,CA-2015-114300,AF-10885,Art Foster,Louisville,Kentucky,40214,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,287.94,3,0.0,77.7438,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2015,10,4
849,CA-2017-107503,GA-14725,Guy Armstrong,Lorain,Ohio,44052,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2017,1,5
850,CA-2014-107755,CK-12760,Cyma Kinney,Linden,New Jersey,7036,TEC-AC-10000710,Maxell DVD-RAM Discs,115.36,7,0.0,49.6048,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,2,5
851,CA-2016-152534,DP-13105,Dave Poirier,Salinas,California,93905,OFF-AR-10002335,DIXON Oriole Pencils,5.16,2,0.0,1.3416,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,6,5
852,CA-2016-152534,DP-13105,Dave Poirier,Salinas,California,93905,OFF-PA-10001870,Xerox 202,38.88,6,0.0,18.6624,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2016,6,5
853,CA-2016-113747,VD-21670,Valerie Dominguez,Jackson,Mississippi,39212,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,0.0,50.1876,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,5,7
854,CA-2016-123274,GT-14710,Greg Tran,New York City,New York,10035,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2016,2,5
855,CA-2016-123274,GT-14710,Greg Tran,New York City,New York,10035,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,2,5
856,CA-2014-125612,BK-11260,Berenike Kampe,New York City,New York,10035,OFF-PA-10001019,Xerox 1884,39.96,2,0.0,18.7812,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2014,8,5
857,CA-2014-125612,BK-11260,Berenike Kampe,New York City,New York,10035,OFF-SU-10002537,Acme Box Cutter Scissors,102.3,10,0.0,26.598,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2014,8,5
858,CA-2014-125612,BK-11260,Berenike Kampe,New York City,New York,10035,OFF-ST-10003221,Staple magnet,21.36,2,0.0,5.7672,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2014,8,5
859,CA-2017-161984,SJ-20125,Sanjit Jacobs,New Brunswick,New Jersey,8901,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2017,4,5
860,CA-2017-161984,SJ-20125,Sanjit Jacobs,New Brunswick,New Jersey,8901,OFF-FA-10000624,OIC Binder Clips,7.16,2,0.0,3.58,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2017,4,5
861,CA-2014-133851,CM-12445,Chuck Magee,San Francisco,California,94122,OFF-SU-10001225,Staple remover,7.36,2,0.0,0.1472,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2014,6,7
862,CA-2014-133851,CM-12445,Chuck Magee,San Francisco,California,94122,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,23.1,2,0.0,10.626,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,6,7
863,CA-2016-134474,AJ-10795,Anthony Johnson,Jacksonville,Florida,32216,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,191.472,6,0.2,40.6878,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,1,2
864,CA-2016-134474,AJ-10795,Anthony Johnson,Jacksonville,Florida,32216,OFF-AR-10003958,Newell 337,5.248,2,0.2,0.5904,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,1,2
865,CA-2016-134474,AJ-10795,Anthony Johnson,Jacksonville,Florida,32216,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,0.2,5.1786,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2016,1,2
866,CA-2014-149020,AJ-10780,Anthony Jacobs,Springfield,Virginia,22153,OFF-LA-10004272,Avery 482,2.89,1,0.0,1.3583,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,1,5
867,CA-2014-149020,AJ-10780,Anthony Jacobs,Springfield,Virginia,22153,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.2954,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2014,1,5
868,CA-2016-134362,LS-16945,Linda Southworth,Philadelphia,Pennsylvania,19140,OFF-LA-10004853,Avery 483,15.936,4,0.2,5.1792,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2016,9,3
869,CA-2014-136742,GP-14740,Guy Phonely,Lancaster,Pennsylvania,17602,OFF-BI-10003719,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,4,4
870,CA-2016-158099,PK-18910,Paul Knutson,Philadelphia,Pennsylvania,19143,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,9,2
871,CA-2016-158099,PK-18910,Paul Knutson,Philadelphia,Pennsylvania,19143,TEC-PH-10002496,Cisco SPA301,280.782,3,0.4,-46.797,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2016,9,2
872,CA-2015-131128,TB-21520,Tracy Blumstein,Concord,New Hampshire,3301,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,34.44,3,0.0,17.22,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2015,10,1
873,CA-2014-148488,SM-20005,Sally Matthias,New York City,New York,10009,OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0.0,5.2256,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2014,12,5
874,CA-2014-148488,SM-20005,Sally Matthias,New York City,New York,10009,OFF-BI-10000315,Poly Designer Cover & Back,106.344,7,0.2,37.2204,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,12,5
875,CA-2017-114636,GA-14725,Guy Armstrong,Charlotte,North Carolina,28205,OFF-PA-10001790,Xerox 1910,192.16,5,0.2,67.256,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2017,8,4
876,CA-2016-116736,CC-12430,Chuck Clark,Concord,New Hampshire,3301,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0.0,64.518,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2016,1,4
877,CA-2016-116736,CC-12430,Chuck Clark,Concord,New Hampshire,3301,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,0.0,13.1956,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,1,4
878,CA-2016-116736,CC-12430,Chuck Clark,Concord,New Hampshire,3301,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,1,4
879,US-2014-158638,AG-10765,Anthony Garverick,Philadelphia,Pennsylvania,19120,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,4,0.7,-4.1244,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,9,4
880,CA-2017-111689,HP-14815,Harold Pawlan,New York City,New York,10024,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',68.472,3,0.2,23.1093,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,11,2
881,CA-2017-111689,HP-14815,Harold Pawlan,New York City,New York,10024,FUR-CH-10004287,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2017,11,2
882,CA-2015-129098,DK-13090,Dave Kipp,Springfield,Virginia,22153,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",30.84,2,0.0,8.3268,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2015,10,4
883,US-2017-123463,GZ-14470,Gary Zandusky,San Francisco,California,94109,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,4,0.0,5.9312,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,12,0
884,CA-2016-165148,PM-19135,Peter McVee,Detroit,Michigan,48227,FUR-FU-10000732,Eldon 200 Class Desk Accessories,31.4,5,0.0,10.048,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2016,10,2
885,CA-2014-134061,LL-16840,Lauren Leatherbury,Rochester,New York,14609,FUR-FU-10001424,Dax Clear Box Frame,17.46,2,0.0,5.9364,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2014,4,5
886,CA-2015-143602,JS-15595,Jill Stevenson,Los Angeles,California,90045,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,13.944,3,0.2,4.5318,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,4,3
887,CA-2017-115364,OT-18730,Olvera Toch,San Diego,California,92105,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,83.76,12,0.0,1.6752,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2017,6,6
888,CA-2017-150707,EL-13735,Ed Ludwig,Columbia,Maryland,21044,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,7,0.0,18.4534,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,10,5
889,CA-2014-104976,CK-12760,Cyma Kinney,San Francisco,California,94122,OFF-PA-10003845,Xerox 1987,34.68,6,0.0,16.9932,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2014,12,7
890,CA-2017-132934,JE-15475,Jeremy Ellison,New Rochelle,New York,10801,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,0.0,14.995,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,6,6
891,CA-2017-132934,JE-15475,Jeremy Ellison,New Rochelle,New York,10801,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,6,6
892,CA-2017-133256,TH-21550,Tracy Hopkins,Detroit,Michigan,48227,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,0.0,2.043,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2017,6,1
893,CA-2017-133256,TH-21550,Tracy Hopkins,Detroit,Michigan,48227,OFF-AR-10003158,Fluorescent Highlighters by Dixon,15.92,4,0.0,5.4128,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,6,1
894,CA-2017-133256,TH-21550,Tracy Hopkins,Detroit,Michigan,48227,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,543.92,8,0.0,135.98,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2017,6,1
895,CA-2016-105494,PC-18745,Pamela Coakley,San Francisco,California,94122,OFF-ST-10002205,File Shuttle I and Handi-File,155.82,7,0.0,42.0714,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,11,2
896,CA-2016-105494,PC-18745,Pamela Coakley,San Francisco,California,94122,OFF-BI-10003364,Binding Machine Supplies,70.008,3,0.2,24.5028,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,11,2
897,CA-2016-140634,HL-15040,Hunter Lopez,Houston,Texas,77095,OFF-EN-10001099,Staple envelope,15.648,2,0.2,5.0856,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,10,3
898,CA-2014-144407,MS-17365,Maribeth Schnelling,Detroit,Michigan,48227,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,103.6,7,0.0,51.8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,9,6
899,CA-2017-160983,GB-14530,George Bell,Auburn,New York,13021,OFF-PA-10002250,Things To Do Today Pad,46.96,8,0.0,22.5408,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2017,10,2
900,US-2016-114622,JR-16210,Justin Ritter,Springfield,Ohio,45503,OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,4,2
901,CA-2017-150959,TD-20995,Tamara Dahlen,Garland,Texas,75043,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5,0.2,3.393,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2017,11,2
902,CA-2017-150959,TD-20995,Tamara Dahlen,Garland,Texas,75043,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,4,0.8,-32.088,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,11,2
903,CA-2017-132353,DB-13060,Dave Brooks,Chicago,Illinois,60653,TEC-PH-10004536,Avaya 5420 Digital phone,323.976,3,0.2,20.2485,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2017,9,2
904,CA-2016-130477,LC-17140,Logan Currie,Los Angeles,California,90032,OFF-PA-10002947,Xerox 1923,20.04,3,0.0,9.6192,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2016,4,4
905,CA-2016-130477,LC-17140,Logan Currie,Los Angeles,California,90032,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,4,4
906,CA-2016-130477,LC-17140,Logan Currie,Los Angeles,California,90032,OFF-PA-10000019,Xerox 1931,12.96,2,0.0,6.2208,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2016,4,4
907,CA-2017-143259,PO-18865,Patrick O'Donnell,New York City,New York,10009,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,12,4
908,CA-2017-143259,PO-18865,Patrick O'Donnell,New York City,New York,10009,TEC-PH-10004774,Gear Head AU3700S Headset,90.93,7,0.0,2.7279,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2017,12,4
909,CA-2017-143259,PO-18865,Patrick O'Donnell,New York City,New York,10009,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,52.776,3,0.2,19.791,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,12,4
910,CA-2017-137596,BE-11335,Bill Eplett,Jackson,Michigan,49201,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,1199.8,4,0.0,323.946,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2017,9,5
911,CA-2017-137596,BE-11335,Bill Eplett,Jackson,Michigan,49201,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,1928.78,7,0.0,829.3754,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,9,5
912,CA-2017-137596,BE-11335,Bill Eplett,Jackson,Michigan,49201,OFF-ST-10003816,Fellowes High-Stak Drawer Files,352.38,2,0.0,81.0474,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2017,9,5
913,CA-2015-133627,SC-20050,Sample Company A,Norwich,Connecticut,6360,FUR-FU-10001935,3M Hangers With Command Adhesive,22.2,6,0.0,9.102,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2015,5,7
914,CA-2017-102519,BM-11650,Brian Moss,Milwaukee,Wisconsin,53209,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0.0,19.2454,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2017,11,2
915,CA-2017-102519,BM-11650,Brian Moss,Milwaukee,Wisconsin,53209,TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0.0,56.0547,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,11,2
916,US-2014-141215,KL-16555,Kelly Lampkin,San Antonio,Texas,78207,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,2,0.3,-18.5562,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2014,6,6
917,US-2014-141215,KL-16555,Kelly Lampkin,San Antonio,Texas,78207,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2014,6,6
918,US-2014-141215,KL-16555,Kelly Lampkin,San Antonio,Texas,78207,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,6,6
919,CA-2016-165218,RW-19630,Rob Williams,Dallas,Texas,75220,OFF-EN-10000056,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,3,6
920,CA-2016-165218,RW-19630,Rob Williams,Dallas,Texas,75220,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,3,6
921,CA-2014-138296,RC-19825,Roy Collins,Alexandria,Virginia,22304,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2014,12,7
922,CA-2015-111164,SE-20110,Sanjit Engle,New York City,New York,10009,TEC-AC-10002473,Maxell 4.7GB DVD-R,85.14,3,0.0,34.9074,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,4,4
923,CA-2015-111164,SE-20110,Sanjit Engle,New York City,New York,10009,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0.0,10.5552,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2015,4,4
924,CA-2015-111164,SE-20110,Sanjit Engle,New York City,New York,10009,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0.0,113.848,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,4,4
925,CA-2016-149797,AH-10075,Adam Hart,New York City,New York,10011,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,9,5
926,CA-2014-132962,JM-15535,Jessica Myrick,Philadelphia,Pennsylvania,19143,OFF-PA-10003543,Xerox 1985,15.552,3,0.2,5.4432,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2014,9,3
927,CA-2014-132962,JM-15535,Jessica Myrick,Philadelphia,Pennsylvania,19143,TEC-AC-10004353,Hypercom P1300 Pinpad,252.0,5,0.2,53.55,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,9,3
928,CA-2015-115091,JJ-15760,Joel Jenkins,Springfield,Virginia,22153,OFF-AR-10000658,Newell 324,46.2,4,0.0,12.936,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,10,4
929,CA-2015-115091,JJ-15760,Joel Jenkins,Springfield,Virginia,22153,OFF-AP-10000696,Holmes Odor Grabber,28.84,2,0.0,9.5172,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,10,4
930,CA-2017-144932,AB-10165,Alan Barnes,Toledo,Ohio,43615,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,14.592,3,0.2,2.5536,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,4,3
931,CA-2017-144932,AB-10165,Alan Barnes,Toledo,Ohio,43615,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,3,0.2,21.3408,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,4,3
932,CA-2017-144932,AB-10165,Alan Barnes,Toledo,Ohio,43615,OFF-PA-10004971,Xerox 196,13.872,3,0.2,5.0286,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2017,4,3
